profile1,profile2,profile3,profile4,profile5,profile6
"age: 34, body_type: thin, education: graduated from college/university, height: 73.0, job: artistic / musical / writer, orientation: straight, pets: likes cats, religion: other, sex: m, smokes: sometimes, speaks: english, status: single","age: 29, body_type: athletic, education: graduated from masters program, height: 72.0, job: science / tech / engineering, orientation: straight, pets: likes dogs, religion: judaism and laughing about it, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 31, body_type: average, education: graduated from college/university, height: 66.0, job: education / academia, orientation: bisexual, pets: likes dogs and has cats, religion: christianity and very serious about it, sex: f, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 29, body_type: fit, education: dropped out of college/university, height: 70.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: christianity but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (fluently), status: single","age: 28, body_type: full figured, education: graduated from college/university, height: 65.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and dislikes cats, religion: catholicism and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), tagalog (fluently), cebuano (fluently), german (okay), spanish (okay), status: single","age: 34, body_type: average, education: working on ph.d program, height: 68.0, job: education / academia, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, japanese (poorly), khmer (poorly), spanish (poorly), status: single"
"age: 27, body_type: fit, education: graduated from college/university, height: 70.0, job: medicine / health, orientation: straight, pets: has dogs, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 25, body_type: fit, education: graduated from college/university, height: 69.0, job: other, orientation: straight, pets: dislikes dogs and likes cats, religion: atheism, sex: m, smokes: no, speaks: english, status: single","age: 24, body_type: average, education: working on college/university, height: 68.0, job: other, orientation: gay, pets: likes dogs and likes cats, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english, status: single","age: 41, body_type: fit, education: graduated from college/university, height: 73.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and has cats, religion: nan, sex: m, smokes: nan, speaks: english (fluently), french (okay), spanish (poorly), status: single","age: 30, body_type: athletic, education: working on masters program, height: 70.0, job: entertainment / media, orientation: straight, pets: likes dogs, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 39, body_type: full figured, education: graduated from college/university, height: 63.0, job: sales / marketing / biz dev, orientation: straight, pets: has dogs, religion: agnosticism and laughing about it, sex: f, smokes: no, speaks: english, status: single"
"age: 22, body_type: fit, education: working on college/university, height: 72.0, job: clerical / administrative, orientation: straight, pets: likes dogs and dislikes cats, religion: catholicism and laughing about it, sex: m, smokes: trying to quit, speaks: english (fluently), tagalog (fluently), japanese (okay), status: single","age: 42, body_type: thin, education: dropped out of space camp, height: 76.0, job: construction / craftsmanship, orientation: straight, pets: likes dogs and has cats, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english, status: single","age: 32, body_type: nan, education: graduated from college/university, height: 67.0, job: entertainment / media, orientation: straight, pets: likes dogs and dislikes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), italian (poorly), french (poorly), status: single","age: 27, body_type: average, education: nan, height: 63.0, job: other, orientation: straight, pets: nan, religion: catholicism, sex: m, smokes: no, speaks: english (fluently), tagalog (okay), status: single","age: 25, body_type: average, education: graduated from college/university, height: 70.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and has cats, religion: atheism, sex: m, smokes: no, speaks: english (fluently), status: single","age: 24, body_type: a little extra, education: working on two-year college, height: 66.0, job: student, orientation: bisexual, pets: likes dogs and has cats, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english, spanish (poorly), status: single"
"age: 21, body_type: average, education: nan, height: 67.0, job: other, orientation: straight, pets: has dogs and dislikes cats, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english (fluently), other (fluently), thai (poorly), status: single","age: 34, body_type: nan, education: nan, height: 68.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 67, body_type: fit, education: graduated from masters program, height: 64.0, job: education / academia, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (fluently), status: single","age: 30, body_type: average, education: graduated from college/university, height: 64.0, job: nan, orientation: straight, pets: likes dogs, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 21, body_type: thin, education: working on college/university, height: 69.0, job: student, orientation: straight, pets: likes dogs, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 35, body_type: athletic, education: dropped out of college/university, height: 70.0, job: nan, orientation: straight, pets: likes dogs, religion: other, sex: m, smokes: no, speaks: english, spanish, status: single"
"age: 29, body_type: fit, education: graduated from masters program, height: 74.0, job: nan, orientation: straight, pets: likes dogs and likes cats, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english, spanish (poorly), status: single","age: 31, body_type: athletic, education: graduated from college/university, height: 71.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and dislikes cats, religion: judaism, sex: m, smokes: no, speaks: english, status: single","age: 31, body_type: average, education: nan, height: 69.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and has cats, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 23, body_type: used up, education: working on college/university, height: 72.0, job: student, orientation: straight, pets: likes dogs and has cats, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (okay), urdu (fluently), yiddish (poorly), sign language (poorly), lisp (fluently), status: single","age: 30, body_type: athletic, education: graduated from college/university, height: 71.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english, spanish (poorly), status: single","age: 48, body_type: nan, education: graduated from masters program, height: 67.0, job: nan, orientation: straight, pets: has dogs, religion: nan, sex: f, smokes: no, speaks: english, status: single"
"age: 33, body_type: fit, education: graduated from college/university, height: 68.0, job: other, orientation: straight, pets: nan, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english, status: single","age: 22, body_type: full figured, education: graduated from high school, height: 67.0, job: student, orientation: bisexual, pets: likes dogs and likes cats, religion: christianity but not too serious about it, sex: f, smokes: sometimes, speaks: english, status: single","age: 23, body_type: nan, education: graduated from college/university, height: 69.0, job: unemployed, orientation: gay, pets: likes cats, religion: atheism and very serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 36, body_type: athletic, education: graduated from masters program, height: 67.0, job: nan, orientation: straight, pets: nan, religion: agnosticism and laughing about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 32, body_type: used up, education: graduated from college/university, height: 70.0, job: entertainment / media, orientation: straight, pets: likes dogs, religion: other and laughing about it, sex: m, smokes: no, speaks: english (poorly), status: single","age: 39, body_type: athletic, education: graduated from ph.d program, height: 66.0, job: education / academia, orientation: straight, pets: nan, religion: nan, sex: m, smokes: trying to quit, speaks: english, status: single"
"age: 26, body_type: average, education: working on college/university, height: 64.0, job: other, orientation: straight, pets: nan, religion: agnosticism, sex: f, smokes: trying to quit, speaks: english, spanish (poorly), status: single","age: 42, body_type: athletic, education: graduated from college/university, height: 70.0, job: political / government, orientation: straight, pets: nan, religion: catholicism, sex: m, smokes: no, speaks: english, status: single","age: 31, body_type: thin, education: graduated from college/university, height: 68.0, job: other, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 24, body_type: thin, education: graduated from college/university, height: 64.0, job: law / legal services, orientation: straight, pets: has dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 27, body_type: skinny, education: graduated from college/university, height: 69.0, job: other, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (fluently), status: single","age: 41, body_type: fit, education: graduated from college/university, height: 74.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and has cats, religion: agnosticism, sex: m, smokes: no, speaks: english (fluently), farsi (poorly), status: single"
"age: 27, body_type: athletic, education: graduated from college/university, height: 72.0, job: science / tech / engineering, orientation: straight, pets: likes dogs, religion: atheism, sex: m, smokes: no, speaks: english, status: single","age: 42, body_type: fit, education: graduated from masters program, height: 73.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs, religion: buddhism and laughing about it, sex: m, smokes: nan, speaks: english, german (okay), status: single","age: 29, body_type: average, education: graduated from college/university, height: 61.0, job: medicine / health, orientation: straight, pets: nan, religion: christianity, sex: f, smokes: when drinking, speaks: english, status: single","age: 43, body_type: nan, education: graduated from college/university, height: 67.0, job: other, orientation: straight, pets: likes dogs, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 20, body_type: curvy, education: working on college/university, height: 62.0, job: student, orientation: straight, pets: has dogs and likes cats, religion: agnosticism and laughing about it, sex: f, smokes: no, speaks: english, status: single","age: 26, body_type: average, education: dropped out of two-year college, height: 74.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single"
"age: 37, body_type: average, education: graduated from college/university, height: 67.0, job: computer / hardware / software, orientation: straight, pets: nan, religion: christianity, sex: f, smokes: no, speaks: english, status: single","age: 28, body_type: athletic, education: working on masters program, height: 62.0, job: nan, orientation: gay, pets: likes dogs and has cats, religion: nan, sex: f, smokes: nan, speaks: english (fluently), sign language (fluently), status: single","age: 23, body_type: athletic, education: working on masters program, height: 67.0, job: clerical / administrative, orientation: gay, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 30, body_type: fit, education: graduated from masters program, height: 69.0, job: nan, orientation: straight, pets: has dogs, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 26, body_type: athletic, education: graduated from masters program, height: 68.0, job: other, orientation: straight, pets: has dogs, religion: agnosticism, sex: m, smokes: no, speaks: english (fluently), status: single","age: 33, body_type: fit, education: masters program, height: 67.0, job: medicine / health, orientation: gay, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, spanish (fluently), status: single"
"age: 20, body_type: average, education: working on college/university, height: 60.0, job: hospitality / travel, orientation: straight, pets: has dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (fluently), status: single","age: 38, body_type: fit, education: graduated from college/university, height: 64.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: agnosticism, sex: f, smokes: no, speaks: english (fluently), arabic (fluently), french (poorly), status: single","age: 27, body_type: athletic, education: graduated from college/university, height: 72.0, job: banking / financial / real estate, orientation: straight, pets: likes dogs and likes cats, religion: catholicism and somewhat serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 32, body_type: athletic, education: graduated from college/university, height: 67.0, job: education / academia, orientation: straight, pets: likes dogs and dislikes cats, religion: catholicism and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 20, body_type: a little extra, education: working on college/university, height: 66.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: christianity but not too serious about it, sex: f, smokes: no, speaks: english, status: single","age: 37, body_type: nan, education: graduated from masters program, height: 65.0, job: other, orientation: straight, pets: nan, religion: nan, sex: m, smokes: when drinking, speaks: english, french (poorly), ancient greek, status: single"
"age: 26, body_type: thin, education: graduated from college/university, height: 69.0, job: entertainment / media, orientation: straight, pets: likes dogs and likes cats, religion: atheism and somewhat serious about it, sex: m, smokes: when drinking, speaks: english, status: single","age: 50, body_type: average, education: dropped out of college/university, height: 79.0, job: artistic / musical / writer, orientation: straight, pets: has dogs and likes cats, religion: agnosticism and laughing about it, sex: m, smokes: yes, speaks: english (fluently), chinese (poorly), spanish (poorly), status: single","age: 23, body_type: average, education: graduated from college/university, height: 67.0, job: other, orientation: straight, pets: nan, religion: atheism, sex: m, smokes: nan, speaks: english, status: single","age: 20, body_type: curvy, education: working on college/university, height: 65.0, job: artistic / musical / writer, orientation: straight, pets: dislikes dogs and likes cats, religion: christianity but not too serious about it, sex: f, smokes: no, speaks: english (fluently), other (poorly), status: single","age: 27, body_type: curvy, education: graduated from college/university, height: 69.0, job: nan, orientation: straight, pets: likes dogs and has cats, religion: atheism and laughing about it, sex: f, smokes: no, speaks: english, english, c++, french, status: single","age: 62, body_type: fit, education: graduated from college/university, height: 62.0, job: education / academia, orientation: straight, pets: has dogs and has cats, religion: other, sex: f, smokes: no, speaks: english, status: single"
"age: 27, body_type: athletic, education: nan, height: 69.0, job: banking / financial / real estate, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, russian, status: single","age: 26, body_type: average, education: graduated from college/university, height: 66.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: other and laughing about it, sex: m, smokes: no, speaks: english, vietnamese, spanish, status: single","age: 34, body_type: average, education: graduated from college/university, height: 69.0, job: other, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 35, body_type: athletic, education: graduated from college/university, height: 69.0, job: other, orientation: straight, pets: likes dogs and has cats, religion: other and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 34, body_type: athletic, education: graduated from college/university, height: 74.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: catholicism, sex: m, smokes: no, speaks: english, status: single","age: 25, body_type: fit, education: graduated from college/university, height: 72.0, job: executive / management, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english (fluently), hindi (fluently), spanish (okay), sanskrit (okay), status: single"
"age: 31, body_type: athletic, education: graduated from college/university, height: 69.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and dislikes cats, religion: buddhism but not too serious about it, sex: m, smokes: when drinking, speaks: english (fluently), spanish (fluently), status: single","age: 37, body_type: curvy, education: graduated from two-year college, height: 63.0, job: banking / financial / real estate, orientation: straight, pets: likes dogs and likes cats, religion: catholicism but not too serious about it, sex: f, smokes: when drinking, speaks: english (fluently), spanish (okay), status: single","age: 29, body_type: thin, education: graduated from college/university, height: 73.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: atheism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 46, body_type: thin, education: graduated from college/university, height: 72.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 28, body_type: skinny, education: graduated from college/university, height: 76.0, job: computer / hardware / software, orientation: gay, pets: likes dogs and likes cats, religion: catholicism and laughing about it, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), status: seeing someone","age: 31, body_type: nan, education: nan, height: 60.0, job: nan, orientation: bisexual, pets: has dogs and likes cats, religion: nan, sex: f, smokes: yes, speaks: english, status: single"
"age: 25, body_type: fit, education: working on college/university, height: 69.0, job: other, orientation: bisexual, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: nan, speaks: english (fluently), spanish (poorly), status: single","age: 28, body_type: average, education: graduated from college/university, height: 71.0, job: other, orientation: straight, pets: likes dogs, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 26, body_type: average, education: graduated from college/university, height: 68.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and dislikes cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), status: single","age: 30, body_type: athletic, education: graduated from college/university, height: 79.0, job: other, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english, spanish (poorly), status: single","age: 18, body_type: curvy, education: high school, height: 65.0, job: nan, orientation: straight, pets: likes dogs and likes cats, religion: catholicism and laughing about it, sex: f, smokes: trying to quit, speaks: english, status: single","age: 40, body_type: fit, education: college/university, height: 68.0, job: law / legal services, orientation: straight, pets: likes dogs, religion: christianity, sex: f, smokes: no, speaks: english, afrikaans, dutch, status: single"
"age: 28, body_type: curvy, education: nan, height: 63.0, job: entertainment / media, orientation: straight, pets: nan, religion: nan, sex: f, smokes: nan, speaks: english, status: single","age: 31, body_type: a little extra, education: graduated from college/university, height: 74.0, job: entertainment / media, orientation: straight, pets: likes cats, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english (okay), status: single","age: 33, body_type: athletic, education: graduated from masters program, height: 74.0, job: executive / management, orientation: straight, pets: likes cats, religion: buddhism and laughing about it, sex: m, smokes: no, speaks: english (fluently), german (fluently), spanish (okay), status: single","age: 39, body_type: curvy, education: graduated from college/university, height: 61.0, job: political / government, orientation: straight, pets: nan, religion: agnosticism, sex: f, smokes: sometimes, speaks: english, french (poorly), status: single","age: 29, body_type: athletic, education: two-year college, height: 71.0, job: sales / marketing / biz dev, orientation: straight, pets: has dogs, religion: christianity but not too serious about it, sex: m, smokes: when drinking, speaks: english (fluently), spanish (fluently), chinese (poorly), status: single","age: 40, body_type: average, education: graduated from college/university, height: 64.0, job: other, orientation: straight, pets: nan, religion: other, sex: f, smokes: no, speaks: english, status: single"
"age: 36, body_type: fit, education: graduated from college/university, height: 74.0, job: computer / hardware / software, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 25, body_type: a little extra, education: working on two-year college, height: 71.0, job: computer / hardware / software, orientation: straight, pets: nan, religion: other and laughing about it, sex: m, smokes: when drinking, speaks: english (fluently), spanish (fluently), status: single","age: 23, body_type: average, education: working on masters program, height: 69.0, job: student, orientation: straight, pets: has dogs and dislikes cats, religion: christianity and somewhat serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 28, body_type: thin, education: graduated from college/university, height: 72.0, job: construction / craftsmanship, orientation: straight, pets: likes dogs and likes cats, religion: christianity but not too serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 32, body_type: fit, education: graduated from college/university, height: 70.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: buddhism but not too serious about it, sex: m, smokes: yes, speaks: english (fluently), german (poorly), status: single","age: 36, body_type: thin, education: graduated from college/university, height: 67.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and has cats, religion: nan, sex: f, smokes: sometimes, speaks: english, status: single"
"age: 30, body_type: average, education: graduated from masters program, height: 76.0, job: computer / hardware / software, orientation: straight, pets: likes cats, religion: agnosticism, sex: m, smokes: no, speaks: english (fluently), dutch (fluently), lisp (fluently), spanish (okay), german (okay), status: single","age: 23, body_type: thin, education: graduated from college/university, height: 74.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism, sex: m, smokes: no, speaks: english, c++, japanese (poorly), status: single","age: 24, body_type: skinny, education: graduated from college/university, height: 69.0, job: other, orientation: straight, pets: likes dogs and has cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (poorly), swahili (poorly), status: single","age: 23, body_type: average, education: graduated from masters program, height: 73.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english (fluently), hindi (fluently), status: single","age: 27, body_type: average, education: graduated from college/university, height: 75.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: other and laughing about it, sex: m, smokes: sometimes, speaks: english, status: seeing someone","age: 36, body_type: athletic, education: nan, height: 74.0, job: computer / hardware / software, orientation: straight, pets: likes dogs, religion: nan, sex: m, smokes: nan, speaks: english, status: single"
"age: 34, body_type: athletic, education: graduated from college/university, height: 72.0, job: nan, orientation: straight, pets: nan, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 25, body_type: full figured, education: nan, height: 67.0, job: banking / financial / real estate, orientation: straight, pets: nan, religion: nan, sex: f, smokes: nan, speaks: english, status: single","age: 32, body_type: average, education: graduated from masters program, height: 72.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: christianity and very serious about it, sex: m, smokes: no, speaks: english (fluently), norwegian (okay), status: single","age: 30, body_type: thin, education: nan, height: 70.0, job: artistic / musical / writer, orientation: gay, pets: likes dogs and likes cats, religion: other and laughing about it, sex: m, smokes: sometimes, speaks: english, french (poorly), spanish (okay), indonesian (poorly), status: single","age: 29, body_type: thin, education: graduated from masters program, height: 72.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: catholicism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), farsi (poorly), german (poorly), status: single","age: 23, body_type: athletic, education: working on two-year college, height: 69.0, job: medicine / health, orientation: straight, pets: likes dogs and likes cats, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), russian (fluently), status: single"
"age: 30, body_type: average, education: graduated from masters program, height: 75.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: other but not too serious about it, sex: m, smokes: no, speaks: english, indonesian (fluently), status: single","age: 30, body_type: fit, education: graduated from college/university, height: 76.0, job: other, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, spanish (poorly), status: single","age: 25, body_type: average, education: working on med school, height: 64.0, job: student, orientation: gay, pets: likes dogs and has cats, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english, chinese, status: seeing someone","age: 46, body_type: athletic, education: two-year college, height: 74.0, job: entertainment / media, orientation: straight, pets: likes dogs and likes cats, religion: catholicism, sex: m, smokes: no, speaks: english, status: single","age: 30, body_type: nan, education: graduated from ph.d program, height: 71.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: atheism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 25, body_type: average, education: working on college/university, height: 66.0, job: other, orientation: gay, pets: likes dogs, religion: other, sex: m, smokes: nan, speaks: english (fluently), spanish (fluently), status: single"
"age: 39, body_type: fit, education: graduated from college/university, height: 71.0, job: construction / craftsmanship, orientation: straight, pets: likes dogs, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (okay), french (poorly), spanish (poorly), c++ (okay), status: single","age: 30, body_type: average, education: graduated from college/university, height: 72.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english, japanese (poorly), spanish (poorly), status: single","age: 24, body_type: fit, education: graduated from college/university, height: 67.0, job: computer / hardware / software, orientation: straight, pets: has dogs, religion: nan, sex: m, smokes: no, speaks: english (fluently), vietnamese (okay), status: single","age: 34, body_type: fit, education: working on masters program, height: 62.0, job: executive / management, orientation: straight, pets: has dogs, religion: agnosticism, sex: f, smokes: no, speaks: english, chinese, status: single","age: 28, body_type: average, education: graduated from college/university, height: 67.0, job: executive / management, orientation: straight, pets: nan, religion: atheism, sex: f, smokes: no, speaks: english, chinese, status: single","age: 26, body_type: nan, education: graduated from college/university, height: 63.0, job: political / government, orientation: gay, pets: nan, religion: judaism and laughing about it, sex: f, smokes: no, speaks: english, status: single"
"age: 30, body_type: curvy, education: graduated from masters program, height: 66.0, job: other, orientation: bisexual, pets: has cats, religion: other, sex: f, smokes: no, speaks: english, spanish (poorly), portuguese (poorly), status: single","age: 21, body_type: athletic, education: working on college/university, height: 73.0, job: other, orientation: straight, pets: likes dogs, religion: christianity, sex: m, smokes: no, speaks: english, status: single","age: 25, body_type: skinny, education: nan, height: 66.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: f, smokes: yes, speaks: english, japanese, chinese, status: single","age: 29, body_type: average, education: graduated from college/university, height: 68.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 37, body_type: fit, education: graduated from masters program, height: 63.0, job: entertainment / media, orientation: straight, pets: likes dogs and likes cats, religion: judaism but not too serious about it, sex: f, smokes: no, speaks: english, status: single","age: 45, body_type: thin, education: graduated from masters program, height: 72.0, job: executive / management, orientation: straight, pets: likes dogs, religion: buddhism but not too serious about it, sex: m, smokes: no, speaks: english, spanish (okay), french (poorly), status: single"
"age: 27, body_type: average, education: college/university, height: 69.0, job: education / academia, orientation: straight, pets: nan, religion: catholicism and somewhat serious about it, sex: m, smokes: nan, speaks: english (fluently), tagalog (fluently), status: single","age: 27, body_type: fit, education: nan, height: 72.0, job: student, orientation: straight, pets: likes dogs, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 26, body_type: fit, education: graduated from college/university, height: 67.0, job: artistic / musical / writer, orientation: bisexual, pets: likes dogs and likes cats, religion: buddhism but not too serious about it, sex: m, smokes: when drinking, speaks: english, status: single","age: 29, body_type: average, education: nan, height: 72.0, job: nan, orientation: straight, pets: nan, religion: christianity, sex: m, smokes: sometimes, speaks: english, status: single","age: 33, body_type: fit, education: working on college/university, height: 74.0, job: student, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and very serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), other (poorly), status: single","age: 33, body_type: average, education: graduated from college/university, height: 71.0, job: entertainment / media, orientation: gay, pets: nan, religion: nan, sex: m, smokes: no, speaks: english (fluently), greek (fluently), chinese (okay), status: single"
"age: 27, body_type: athletic, education: graduated from masters program, height: 73.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english (fluently), swedish (fluently), french (poorly), status: single","age: 34, body_type: average, education: graduated from college/university, height: 69.0, job: other, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 28, body_type: fit, education: graduated from college/university, height: 65.0, job: executive / management, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, spanish (okay), french (okay), portuguese (poorly), italian (poorly), status: single","age: 25, body_type: average, education: working on college/university, height: 67.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), sign language (poorly), c++ (okay), other (fluently), status: single","age: 27, body_type: average, education: graduated from masters program, height: 72.0, job: entertainment / media, orientation: straight, pets: nan, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 30, body_type: curvy, education: graduated from college/university, height: 61.0, job: other, orientation: straight, pets: has dogs and likes cats, religion: other, sex: f, smokes: when drinking, speaks: english, status: single"
"age: 28, body_type: average, education: nan, height: 70.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english (okay), status: single","age: 26, body_type: fit, education: working on masters program, height: 68.0, job: education / academia, orientation: straight, pets: likes cats, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 28, body_type: fit, education: graduated from college/university, height: 75.0, job: other, orientation: gay, pets: likes dogs and likes cats, religion: atheism and very serious about it, sex: m, smokes: no, speaks: english (fluently), german (fluently), spanish (okay), status: single","age: 31, body_type: average, education: nan, height: 74.0, job: medicine / health, orientation: straight, pets: likes dogs and dislikes cats, religion: catholicism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (fluently), afrikaans (poorly), status: single","age: 24, body_type: fit, education: graduated from college/university, height: 72.0, job: nan, orientation: straight, pets: likes dogs and likes cats, religion: other and very serious about it, sex: m, smokes: nan, speaks: english, japanese (okay), german (okay), persian (poorly), latin (poorly), status: single","age: 26, body_type: average, education: working on college/university, height: 69.0, job: education / academia, orientation: straight, pets: likes dogs, religion: atheism, sex: m, smokes: no, speaks: english (fluently), spanish (okay), korean (okay), chinese (poorly), portuguese (poorly), status: single"
